screen_name,created_at,text
Multiversal215,11/7/17 17:04,@MagsVisaggs Newsaramas already running articles about this
mrossano6970,11/7/17 17:04,https://t.co/K4BhTqdfWa
ironstowe,11/7/17 17:04,20. Thats after Jones Day lawyers for the president told him in a letter not to represent himself as part of the campaign any longer.
Chef_Cyndi,11/7/17 17:04,When your pastry chef say You want a pie Ill make you a pie Amazing job celinethechef https://t.co/X779hJ1Oi9
JohnPre170786,11/7/17 17:04,Inbox https://t.co/QWAeWtvhit #aol
14alvinp,11/7/17 17:04,Yes See you in Buffalo  https://t.co/9owM4I58i1
BuffaloHoyackf,11/7/17 17:04,May you know that many of us abhor the violence that occurred. We stsnd strong with you.#NYCStrong https://t.co/YZAWXpF9Uj
exacta123,11/7/17 17:04,@EquineAltitude hes a handsome little boy
hewyheff,11/7/17 17:04,@NanaCastro Between simplicity and bankamericard
PatriksPicks,11/7/17 17:04,"@HansFiene No, but if you wrote that over the top, clickbait headline and. I hope that you didnt, it completely contradicts your text."
gndlinda,11/7/17 17:04,"I Peter 4:8  Gracious God, help us to love each other Fervently.."
BarbaraWJewelry,11/7/17 17:04,Autumn. #fall #autumn #leaves #allthecolors #falltime #season #seasons #instafall https://t.co/HDXafXg5Jn
RyanWSuhr,11/7/17 17:04,#Repost thecolourcode getrepostM A Y R A// // cut by  @RyanWSuhr //colour by https://t.co/ArZH4Ujj98
ilanamunckton,11/7/17 17:04,@Boraie Thanks Mohamed Heres the link to how we embedded a growth culture from of our v talented @MrDouglasCook https://t.co/R3z4WUUZAw
ArcTheFuture,11/7/17 17:04,@POTUS says extreme vetting happened then the gunman would have not been stopped.hey dumbass extreme vetting wouldve prevented the shooting
marc_almond,11/7/17 17:04,Dream 2020 ticket https://t.co/PDq5TqVdnj
APRILLEfools,11/7/17 17:04,I love breakfast food so much that I eat it during lunch and dinner. 
Patriot_M1A,11/7/17 17:05,@charliekirk11 @NRA how many deaths per year are related to Psychotropic Drugs and Oxycotton amp the Like Big Pharma https://t.co/GUcO5CH3ug
oliviaponzio_,11/7/17 17:05,"i was wonderin, can you hold me down"
TYZWORLD,11/7/17 17:05,#Phobias https://t.co/2rtszqe40q
jpoggi,11/7/17 17:05,.@starburst looking to bring back its pink starburst campaign #dmwf
allofhertrout,11/7/17 17:05,"VA dont forget to vote for Ed Gillespie tomorrow, ignore fake Polling Places today https://t.co/NsHz59hhQX"
KennedyDancers,11/7/17 17:05,some of our Tiny classes are filling up  dont miss a chance to registerTiny Hip Hop/ Tumbling https://t.co/MTmXaI6R8P
MahdyBanksGBM,11/7/17 17:05,#ClassicMan #Grandmas90th #FamilyFirst Im so thankful to be her Grandson Thanks You GMa Love https://t.co/rFT8oLXTFq
spinnellii,11/7/17 17:05,@asapbookworm @DomTheHuman @tashawnjones they be doing black folk so dirty yo
kedtastrophe,11/7/17 17:05,Question for my business school graduates: do you feeling like going to business school really helped your career or was it pointless
williamalvarez,11/7/17 17:05,Some project managers like to perpetuate their messenger role and never make it to project managers. #RantOfTheDay
Rach32898884,11/7/17 17:05,"@thehill Im sure hes devastated. Thats sarcasm. I think he has much more serious, immediate, REAL issues to deal with right now. DUMB"
Matt_Rain,11/7/17 17:05,"I alternative rocked the vote, which is when you vote while listening to Arctic Monkeys."
coachgoldsmith,11/7/17 17:05,Hire Marshall to speak at your next workshop Topic areas for keynotes and workshops are based on his bestselling https://t.co/66r7WYCQfp
consequence,11/7/17 17:05,"Check out @DriveByTruckers election day single The Perilous Night, as well as 2018 tour dates: https://t.co/iuwMrYujze"
turnandstomp,11/7/17 17:05,My foot needs to be cut off just looking at this https://t.co/FPqGZbLOYV
JJRodV,11/7/17 17:05,This is wild.  Delhi chokes with thick smog as air pollution hits severe levelshttps://t.co/IPPaiAc4NI
avaeats,11/7/17 17:05,exactly how my face looks  https://t.co/NFynjLBuP6
DougFeinberg,11/7/17 17:05,"Jordin Canada, UCLA Brooke McCarty, Texas Morgan William, Mississippi State, Azura Stevens, UConn and Shakayla Thomas, Florida State."
JohnPre170786,11/7/17 17:05,Login https://t.co/THoqT4DUWf #aol
SaraKitson,11/7/17 17:05,I am a tad bit #obsessed with these #brusselsprouts on the #stalk #goodeats #paleo #paleofood https://t.co/0gIw9mX9fI
YooLindsey,11/7/17 17:05,Shoutout to my fuckin boy for having his images displayed in Times Square. Ayyyyyyyy proud of you my boy @andylvlac
GuckenheimerJob,11/7/17 17:05,"Join the Guckenheimer team See our latest #job opening here: https://t.co/Ys50AuM1N3 #culinary #foodie #CustomerService #NewYork, NY"
TotalTrafficNYC,11/7/17 17:05,"Accident cleared in #Bklyn:OnTheB.q.e. on I278 EB at Atlantic Ave, stop and go traffic back to 38th St, delay of 11 mins #traffic"
TotalTrafficNYC,11/7/17 17:05,Accident in #Nyc on 2nd Ave SB approaching 62nd St #traffic https://t.co/cLJ9IKsg5n
DianeB31,11/7/17 17:05,"@TinyTunney Couldnt help myself.   Im thinking about this comment,   obligatory,   Im laughing at your st https://t.co/Y7kzf8U0Tu"
geniusdance,11/7/17 17:05,Me:  annattati rock this #korieography with me.Her: https://t.co/esjO2rI5kZ
youngshane,11/7/17 17:05,"3rd Party anyone...or, Who would like a little more tRump #DemExit @donnabrazile @RepDWStweets https://t.co/Fc1v6rnpzq"
KydLeo,11/7/17 17:05,Some of these niggas really r bitches n if thats the case Ill pass#SINGLE
GlobalActionPW,11/7/17 17:05,"In UNGA on SC reform, @nymongolia cites principled position in favor of enlargement, veto abolition, equal geographical distribution."
Rosalu411,11/7/17 17:05,"@peterbakernyt @MarkLandler It is not just selling a gun like a used car dealer , it is what is the purpose for buy https://t.co/pYgTKAI5nh"
BallersEmpire,11/7/17 17:05,Morata Steals The Show  https://t.co/b8x2Y6QZQo
AxeloftheKey,11/7/17 17:05,Thinkin about this video again.https://t.co/2frSRH6mY1
notpmaHnirE,11/7/17 17:05,Ive lied to myself too many times saying Ill wake up early and do my hw tomorrow BUT TODAY I DID IT and Im so proud
ChinaGregory,11/7/17 17:05,@bradkayton Thank you for the follow 2017  #ai #ashoka #DigitalTransformation #socent #iot #PE #sustainablecities https://t.co/x6EzOGgQk4
scottpiro,11/7/17 17:05,"Dog walking client Hubert aka Little Miss HubeyHue, momentarily distracted, having her https://t.co/w2nEHcYFiX"
IAMDJMOKA,11/7/17 17:05,just 2 weeks away Loft Party In BKGet your tickets now #linkinbioSales end Friday 11/17  https://t.co/yxUeNHRLid
cjmalagrida,11/7/17 17:05,boys r over ratter later
Patriot_M1A,11/7/17 17:05,@benshapiro how many deaths per year are related to Psychotropic Drugs and Oxycotton amp the Like Big Pharma is the https://t.co/v5LEfnGalR
gndlinda,11/7/17 17:05,https://t.co/CEuTG9Tm5a
Uhhmtaylor,11/7/17 17:05,"You mark my words, a small town boy, a small town life. It wont be enough for you."
stellaartoitt,11/7/17 17:05,decided to detox for the rest of the month only water to drink for the rest of the month
AmericaWorksNYS,11/7/17 17:05,Heres the website to find a Voting Poll near you #ElectionDay #VoteNYC https://t.co/K2UDiLWwKM
megmags13,11/7/17 17:05,I voted. Dont complain tomorrow if you dont vote today #nycvotes #govote
KellinBliss,11/7/17 17:05,People laughed at me when I said I wouldnt trade @kporzee for anyone in the NBA. I still feel this way. Laugh at me. #Knicks
tmj_NY_transp,11/7/17 17:05,"If youre looking for work in #RichfieldSprings, NY, check out this #job: https://t.co/0S3pjhNHZe #Transportation #Hiring #CareerArc"
jpmuzz,11/7/17 17:05,#wolverine1000mile #ridingboots #womansboots #boots #polo #bananarepublic #jpmuzz #style https://t.co/7Cx7CJRDzD
kateritchie,11/7/17 17:05,the best part of today has been the 70 new emojis introduced into my life https://t.co/1cXipBG1tC
MAKERSwomen,11/7/17 17:05,"Senator @KirstenGillibrand reminds us all to rise up and make our voices heard in todays key local, state, and nat https://t.co/HnWpKXbO0l"
tmj_roc_cler,11/7/17 17:05,"Want to work in #Rochester, NY View our latest opening: https://t.co/Q6GAu6kfsI #Clerical #Job #Jobs #Hiring #CareerArc"
jrhuie,11/7/17 17:05,.@scottlincicome I need a nacho purists opinion on this article https://t.co/QVVU0nTCUl
YR_Gallery,11/7/17 17:05,"@villagevoice on @MuholiZanele: Zanele Muholi Brings Her Visual Activism Out of Africa, and Into New York https://t.co/frF1RcTMew"
AshleyDallas35,11/7/17 17:05,So I get high all week w/out you poppin pills thinking bout you
Exitofilms,11/7/17 17:05,4 more days until the launching of  Talk talkblackworldwide . Its been a long time coming but https://t.co/SXeSb17OC0
JohnPre170786,11/7/17 17:05,Mail Login https://t.co/Xtzdwpa0zi #aol
TimmyDavidNYC,11/7/17 17:05,#HowMySaturdayEnds Editing amp Posting photos
JORDANARIAS8,11/7/17 17:05,5 x Athena Squonk Kit Geek Vape Giveaway https://t.co/U8wupkZ2vc
wilsons101,11/7/17 17:05,Lets Make A Deal Fatal Mistake Virginia Is For Voters #IVoted For @KimGuadagnoNJ
tmj_nyc_cler,11/7/17 17:05,"Can you recommend anyone for this #job in #NewYork, NY https://t.co/XZby61wv6F #dialysis #Clerical #Hiring #CareerArc"
DannyCovfefe,11/7/17 17:05,No Coincidence ProRape Hollywood and Media are AntiGun #TuesdayThoughtshttps://t.co/YynS63S8EZ
augustinevivar,11/7/17 17:05,@disparamargot Six millions dollars dog https://t.co/bz54t2YjMY
sonlight00,11/7/17 17:05,@ResourcefulMom #cansgiving A1 a year ahead our turkey is famous among our family its what we always do
JennyFromSea,11/7/17 17:05,"@JamesVGrimaldi @maggieNYT @WSJ @samfellman Sad,"
tubbyskintz,11/7/17 17:05,won my 3rd straight week in fantasy
tophy0186,11/7/17 17:05,"Im at RTS Transit Center  @enjoyrts in Rochester, NY https://t.co/YyzrUfSZAD"
Ester822,11/7/17 17:05,@ryanseacrest it sucks when ur assistant try to assume ur life and make u a laughing stalk. @thecourtneykerr took it well.
RabbiTailor,11/7/17 17:05,Great catching up with my buddy @benmilstein1 #happytuesday @odedmilstein #nachas https://t.co/MyT6WJK4vS
tmj_nyc_actuar,11/7/17 17:05,"Want to work at CITI Were #hiring in #NewYork, NY Click for details: https://t.co/o7RCSUIiXN #CitiCareers #Actuarial #Job #Jobs"
offthelist,11/7/17 17:05,@lindarottenberg The new Ghostbuster was meh. I was rooting for it. Trust me. Im not afraid to get upstaged. My daughter does it always.
christanyc,11/7/17 17:05,Todays a day to make a difference. Vote #ElectionDay #voteNYC https://t.co/piSGqLc30k
KristiZ23,11/7/17 17:05,Its not about the nail. Its about reflexive listening.. @drajackson #UrbanSchoolsConf
DELMORONTA,11/7/17 17:05,E60 M5 w/ V10 sounds so good wtf 
john23817517,11/7/17 17:05,Dial Facebook Phone Number 18773508878 If Encounter Any Technical Issuehttps://t.co/1trbEDeVKM
Jon_Allsop,11/7/17 17:06,"Wondering what stories drove most traffic for major outlets since #Trump won The answer isnt Trump, @jray05 finds. https://t.co/Wost2mE3eZ"
checkoutstoretm,11/7/17 17:06,1000 CD Doublesided Plastic Sleeve Blue $50.00 #FreeShip https://t.co/OLjxgFdUpj #Plastic #Sleeves #Generic https://t.co/vD76gBiQHr
ALSTON2008,11/7/17 17:06,I had a dream I was back in Germany with my uncle smh
TheRealToriNYC,11/7/17 17:06,https://t.co/yeQCauWGEB
TommyToday,11/7/17 17:06,@CaseyNeistat very VERY true
jcabral2106,11/7/17 17:06,I know you pussys talk about me everyday
sayseiii,11/7/17 17:06,Literal tears falling from my eyes https://t.co/fcaximfXd7
CampbellRitchie,11/7/17 17:06,B R O O K E   christianblanchard brookeperry92  @amarsanastyle  @ScissorandComb1  https://t.co/GmJFNIPxiA
doodlehedz,11/7/17 17:06,"The only way is up. #gymlife @ The Sports Center at Chelsea Piers in New York, NY https://t.co/nTk5FLzDM4 https://t.co/mX4pZO1o3k"
AmyGdalaView,11/7/17 17:06,@WineBoyfriend @frakincaprica That #Sheetcaking thing must be coming back
mariogodiva,11/7/17 17:06,"Dont allow drama, gossip, news, and negativity distract you from your SELFENERGY. Its https://t.co/e0jQUzb8tP"
flapjackashley,11/7/17 17:06,@zacksonnenberg And it will never feel so good
__andthenisaid,11/7/17 17:06,When I like someone I will defend and forgive til Im blue in the face 
TravelMonkeyAnt,11/7/17 17:06,Happy New Video Tuesday  Check out our latest video which includes the complete Tron Lightcycle Power Run https://t.co/yPdCMN1pPq
prchovanec,11/7/17 17:06,"@accfanto The thing is, if you want to do tax REFORM that create losers as well as winners, bipartisan revenueneut https://t.co/kPZryj773o"
tmj_roc_nursing,11/7/17 17:06,"Want to work in #Rochester, NY View our latest opening: https://t.co/bnM24qQfcW #Nursing #Job #Jobs #Hiring #CareerArc"
JohnPre170786,11/7/17 17:06,My Account https://t.co/zlSLrNAleL #aol
AmericaWorksNYS,11/7/17 17:06,Heres the website to find a Voting Poll near you #ElectionDay #VoteNYC https://t.co/K2UDiLEVmc https://t.co/dWkpjHsIIc
sarahmseltzer,11/7/17 17:06,"All it takes is an hour or so on the internet to feel utterly despondent about the state of the world.Anyway happy election day, go vote"
Jessicasequino1,11/7/17 17:06,"Evil is evil is evil, Cruz said on CNN, and will use the weaponry that is available. https://t.co/XPTlj1O3Mf"
LifeByDesi,11/7/17 17:06,I have so much adulting to do today. Like life admin stuff lmao
KyleAEW,11/7/17 17:06,"@lukerathborne Two excellent calls, and two very different roles."
Bainst06,11/7/17 17:06,Me: Time to renew my passport. @StateDept: https://t.co/vtwM3wvExT
laaayxo_,11/7/17 17:06,pnd x freak in u
HallWaysKirsten,11/7/17 17:06,@KimmyT22 What the heck is happening It feels like its gonna be another polar vortex kind of year. 
mooshbaii,11/7/17 17:06,I thought it was for something stupid my apologies meek...they got you fucked UP https://t.co/dSzYlkQ7xl
TheBluto,11/7/17 17:06,"@SparkyPerry @JenAshleyWright @hmarie12 You recognize that there are problems with human nature. Thats good, but a https://t.co/xiTc9a9xxE"
nessa_526,11/7/17 17:06,Super excited to see @devanieram at Baruch today #reunitedanditfeelssogood  https://t.co/2CXpVgWyBv
LexussHill,11/7/17 17:06,"Yes I take naps in the library between classes Thats what its for What do you use it for, books Nerd."
laaayxo_,11/7/17 17:06,what kinda mood you in 
kickinson,11/7/17 17:06,@jamesfacts i only log onto this site for bandita content
gcostacoelho,11/7/17 17:06,thats y i love applebees so much https://t.co/fKnAWDTYQG
DiannaAgronFans,11/7/17 17:06,@randomgirltwet @DiannaAgron @ScooterCorkle Not yet... but there is a TV distributor in Europe that owns the rights so it could be.
WilRuizII,11/7/17 17:06,Hi Im Russell Salzberg amp Im a full blown cumdrinker. #GiantsChat #NewProfilePic https://t.co/rS6Vmnew5p
GlobalGrind,11/7/17 17:06,Watch: This #TCSNYCMarathon runner stopped in the middle of his run and danced in pure happiness https://t.co/2kY1Mh53NM #EnjoyLife
laaayxo_,11/7/17 17:06,this brownie smack
RNelsonJ,11/7/17 17:06,"That said, today @BOENYC is passing out this problematic sticker, which erases women of color from history. Do bett https://t.co/JMPCh0rrY9"
ErocMr,11/7/17 17:06,Knickstape tonight 
austintylerro,11/7/17 17:06,"@maitreyawexler IQ is an antiquated, culturally biased means of measuring intelligence. But if you must know, its https://t.co/UOrk3OnaMu"
GRaww10,11/7/17 17:06,Im bout to try this in my flag league  they all think theyre Von Miller https://t.co/Ib5dazAIGN
Theylovekara,11/7/17 17:06,You know that feeling when you wanna hit someone up but you dont. Cause you just wanna know that they think about you sometimes.
CEGPresents,11/7/17 17:06,@iamhayleyjane to perform a tribute to the 90s @CuttingRoomNYC on 12/29 pre @phish party @TheGarden  Tickets at https://t.co/VU5SApBDwT
ComedianAGWhite,11/7/17 17:06,"However, on my way to Wild n Out taping. Thanks @ripmicheals. @ Brooklyn, New York https://t.co/nWVhKiWl2h"
GeogBucky,11/7/17 17:06,"Hey America, where are all the statues of awesome women in DC amp NYC parks Im sure you couldve found a few over the past few centuries "
joey_dbb,11/7/17 17:06,Damn they really boutta lock meek up  #FreeMeek
youngshane,11/7/17 17:06,@catsone1 Um. Technically I think #maga and#JailHillary are probably considered the same side...  
abbbyyyxoxo,11/7/17 17:06,"I will pay someone to do my back work for school. Its 2 communication applications, an online journal, and my final project draft. Plz"
TommyToday,11/7/17 17:06,"@PhillyD travel the world and make videos, oh wait, I can do that while im broke haha"
TORYRAGER,11/7/17 17:06,Niggas will ask a bitch what she likes to do then never take her to do it 
sonlight00,11/7/17 17:06,@ResourcefulMom #cansgiving A1 we buy ingredients and the turkey about a week ahead of time
ohsixthirty,11/7/17 17:06,This is giving me chills.  https://t.co/NTRf8dh4vw
xaladbar,11/7/17 17:06,Dont enter my mentions if you gonna post a screen shot from an android https://t.co/kjROwR4s2k
JohnPre170786,11/7/17 17:06,My AOL Account Sign in https://t.co/w9ivS1Dcla #aol
phemale61,11/7/17 17:06,https://t.co/qOyDiRbyRY #climatechange #ParisAgreement #DumpTrump
mybiggart,11/7/17 17:06,Its Family Day at my office. AKA the day I realize I have more in common with my coworkers kids than I do with my coworkers
Rach32898884,11/7/17 17:06,"@fredbee22 OOOooooshhhhhhhhit Tru tho.  Can I just tell you Fredbee I felt SO bad on Sunday, thinking how I said https://t.co/PnJS1JoJmd"
AJStrauman,11/7/17 17:06,Get out there amp #voteNYC #ElectionDay #NYCVotes #NoConCon #VoteLocal https://t.co/rK3PoZSNG3
xoxnaquel,11/7/17 17:06,Me while sitting in class this morning https://t.co/fEjR7NGanw
angelindiskies,11/7/17 17:06,"#Vote @ Church of St. Paul amp St. Andrew in New York, NY https://t.co/V2WGHax5NS https://t.co/43g6sbXwfo"
JoeManutti,11/7/17 17:06,"Me: so what do you do when theres stranger danger4: hit them in the face with a frying panMe: well no, but I like how you think"
JORDANARIAS8,11/7/17 17:06,https://t.co/nY2OXAEKKO
PeedReraner,11/7/17 17:06,"If you feel the need to bring your S.O. as a plusone to your FIVE YEAR high school reunion, youre a loser. A. LOSER."
spolyptych,11/7/17 17:06,That song kept running around in her head. Straight out of Compton. And the samurai she saw in a https://t.co/o5yjwQZPGq
edusankofa,11/7/17 17:06,I actually have the most caring faculty in all of HiEd. Im just saying.
tmj_nyc_cstsrv,11/7/17 17:06,"Can you recommend anyone for this #job in #NewYork, NY https://t.co/kOJa3ZACmq #CustomerService #Hiring #CareerArc"
ConArtistNYC,11/7/17 17:07,"Reminder for my fellow New Yorkers Go vote today, All the locations and more info found here: https://t.co/UVDr6sG2WT"
tmj_buf_health,11/7/17 17:07,"This #job might be a great fit for you: Travel Occupational Therapist  https://t.co/c14xUdjSjr #Healthcare #Sinclairville, NY #Hiring"
hootz,11/7/17 17:07,"@ThisGhostIsCool Lies. Not about voting. I believe that. In regards to enough selfies. No one is buying that, kid."
therealslimcris,11/7/17 17:07,@kitcarreon suuuuuuuuuuuuuuuck cooooooooooooooocks
Jessicasequino1,11/7/17 17:07,"#TuesdayThoughts Evil is evil is evil, Cruz said on CNN, and will use the weaponry that is available. https://t.co/Vc7Sieee14"
cheung1990star,11/7/17 17:07,Happy Election Day 
spolyptych,11/7/17 17:07,That song kept running around in her head. Straight out of Compton. And the samurai she saw in a https://t.co/HonYh0HDhj
KennedyDancers,11/7/17 17:07,our teachers are exciting + fun + creative + and most importantly certified. Lets dance https://t.co/eM8zte1o9g
ironstowe,11/7/17 17:07,Trump reportedly made top aide fetch him McDonalds instead of White House burger https://t.co/eJg5YYZJSH
__andthenisaid,11/7/17 17:07,My office needs another person fluent in Spanish if they gonna keep getting clients in Latin America 
BukiWilliams,11/7/17 17:07,Good https://t.co/kLkw5plPBi
andrewtoearth,11/7/17 17:07,I never thought Id be finding some of these power lifting women attrative. Theres one who is like 51 and shes https://t.co/SEEA2SVUuF
_celia_marie_,11/7/17 17:07,@Cycle4 MI keeping it classic with the voting stickers.
LifeByDesi,11/7/17 17:07,Sencha https://t.co/akzVSbQb3h
Greg_Oh_,11/7/17 17:07,"Im at @JoesPizzaNyc in New York, NY https://t.co/tetWTrUKDk"
jodierandisi,11/7/17 17:07,Coloring with Craft Tape  https://t.co/0P63874GCK
lalolalightning,11/7/17 17:07,"dear musicians that i love , stop booking your nyc shows on the weekend when i have work . thank you ."
mercedesarianag,11/7/17 17:07,I Love Rainbow 
AstoriaHaiku,11/7/17 17:07,Voted Searching forthe more elusive stickerfor Jury Duty#haiku
ArcTheFuture,11/7/17 17:07,@funtrouble1 @Science1Theism0 @NRA Lmao ok lady 
WAYtooSMOOVE,11/7/17 17:07,I love how the time flies
TimmyDavidNYC,11/7/17 17:07,#HowMySaturdayEnds plop  https://t.co/ABDkKRFiMo
_LynnChante,11/7/17 17:07,"Well you know what dammit, since you got so many demands why dont you start up a exercise class to get women in sh https://t.co/sqQEXkezpI"
ezwrites,11/7/17 17:07,"@McHenryJD The thing is you may TRY to see Cats ironically, but Cats can only be viewed in earnest"
ReviewPizza,11/7/17 17:07,"Maria Rosa Sergeantsville Rd, Flemington: This slice was two bites and tossed out the window for the deer to enjoy for lunch. Score 3.5"
BuffaloHoyackf,11/7/17 17:07,Had a great time doing this conference#earlymobilization#teamcolumbiarocks@HeadRNColumbia@MirErnestoRN#icurehab@Dr https://t.co/t1zqVITs7l
BComptonNHL,11/7/17 17:07,Weight said Adam Pelech will be back very shortly. #Isles
_celia_marie_,11/7/17 17:07,@galinja should we drink a lot
tmj_nyc_hrta,11/7/17 17:07,See our latest NY #job and click to apply: Night Baker  https://t.co/Is41P4TwOH #parttime #Baker #Bakery #Veterans #Hiring #CareerArc
ARBrenner,11/7/17 17:07,@andysaultz Its actually kind of BS. https://t.co/ikSklGVHDJ
citydemos,11/7/17 17:07,Stop by @wholefoodsnyc #bryantpark today to try out @ChameleonCoffee #austin #texas #coldbrew https://t.co/3h3iIPQjqZ
tmj_nyc_finance,11/7/17 17:07,"Were #hiring Click to apply: VP, Business Analyst  https://t.co/a2lImx6KWl #CitiCareers #Finance #NewYork, NY #Job #Jobs #CareerArc"
Lesliebethxo,11/7/17 17:07,"Im rolling fast, scuse me Marijuana is my cologne "
allofhertrout,11/7/17 17:07,get u a man who who treats you like Amtrak treats this AC unit https://t.co/wsJCMho7j2
Queen_rachel98,11/7/17 17:07,"Eric: Rachel, what if someone married a fish"
Panda_Ash,11/7/17 17:07,Always keep it funky with yourself 
duffduffgooose,11/7/17 17:07,I might fuck around and vote today
dutch163,11/7/17 17:07,@thehill I always said I couldnt be a politician because I am too honest LOL
sommerhixson,11/7/17 17:07,"If there is confusion, and theres seems to be. FYI, fracking would still require an amend, so vote #yeson3 https://t.co/UU0g5NmCYS"
OurBiNation,11/7/17 17:07,A FACT YOU SHOULD KNOW: https://t.co/Jbbew08eEK
JohnPre170786,11/7/17 17:07,DirectBuy New York https://t.co/BcLhvdWoEs #directbuynewyork
KydLeo,11/7/17 17:07,Bitter Azz Niggaz
brianhecht,11/7/17 17:07,"Founders: Its hard to get in, but dont be deterred. Great companies will rise to the top @muratny @ERoundtable https://t.co/UL6O88WN7W"
neurax_,11/7/17 17:07,"My man and I are such a scholarly couple, I love us "
LaPucelle32,11/7/17 17:07,@IATHS students explore periodicity. Build and revise thinking. @MChan090 @RCSDNYS https://t.co/38bCdZQuW6
Rach32898884,11/7/17 17:07,"@fredbee22 AND there is something to be said for the simpler, quieter life. If everyone were alphas, we wouldnt last long as a species."
BernardGPhotog,11/7/17 17:07,Dm  for shoot inquires. Model @dbleDBLEzero  #undiefetish #bulging https://t.co/1K1BCJC0VV
drcliffk,11/7/17 17:07,@EricWynalda Y do US MSL owners fear promo/rel.so much when Americans are heavily invested in UK/Italy.NBA Cleve.owners bought shaky Swansea
Cybren,11/7/17 17:07,@GabySpartz Well you could also look like a renn faire performer
HZ0023,11/7/17 17:07,@StonyBrookMBB @SBAthletics what color jersey are you guys wearing at Nassau Coliseum  Would like to match your color.
soakes93,11/7/17 17:07,"Hair feels so much lighter, brows on fleek thanks @babezzyy "
serenasongz,11/7/17 17:07,Want someone to take me to see fifty shades freed 
AndreDraydell,11/7/17 17:07,Im in love with #deepakchopra #21 daymeditationchallenge#selflove #selfimprovement #artistway #actorslife https://t.co/2VvgwJzdho
Carolyn_Marra,11/7/17 17:07,"I believe the renditioners have deep hacking capacity and interfacemanipulation capacity, via a vast network."
TrendsNewYork,11/7/17 17:07,#votetoday is now trending in #NYhttps://t.co/DHNcthhJsh https://t.co/p8Zwl64o6j
Lesliebethxo,11/7/17 17:07,Only I get cut eating Chips and Nachos from Taco Bell 
AUBREYGODSPEED,11/7/17 17:07,And that week away from reality taught me I dont need you anymore
PlayfulPervert,11/7/17 17:07,@DevorahReine @DavidNYCBFE @thefaithlynn @AmberBowenSF @ramblinwreckz @roverr777 @TheVeriGuide personalities. Its a https://t.co/TUiEPOGmkn
Chulolev,11/7/17 17:07,am sure Cavs players love being asked about Lebron social media activity.. am sure we as knicks fans would love this huh 
katiecavanagh,11/7/17 17:07,"@NEisenman I really do. But Im also, if I admit it, a singleissue voter on this prop: I want choice in the gd constitution."
AssemblageNYC,11/7/17 17:08,@djtashablank @schuylerbrown Watch the full video from our Feminine Principle event here: https://t.co/gB11VvfaAw https://t.co/vn4ItbPiTb
WldStrWlf,11/7/17 17:08,Why its important to vote: Because the squeaky wheel gets the grease.
Queen_rachel98,11/7/17 17:08,Eric:sings rockstar evilly while pointing a shot in my eye
_wonderfrankie,11/7/17 17:08,@bzdarling so handomeeeeeeee
RobertCornegyJr,11/7/17 17:08,Brought this beautiful crew to do my civic duty this morning Remember to vote #ElectionDay2017 #IVoted https://t.co/2gvnWpx5ND
KristiZ23,11/7/17 17:08,Its Not About The Nail https://t.co/tOUGsGC5W2 via @YouTube
teezcafe,11/7/17 17:08,Lets Bring Your Idea to life with our quality Printing Services Email Us today at https://t.co/0NiEURFk5e
jtp2106,11/7/17 17:08,Thanks Chief Justice Roberts https://t.co/4KycwmeUl0
DeusExCinema,11/7/17 17:08,"Its OK everyone, the news is good again https://t.co/KDM95hk829"
neurax_,11/7/17 17:08,Now Im gon have to fix my keyboard and retweet that... smh
OgOrtegaBitch,11/7/17 17:08,If I eat all my niggas eat
VamosYankees,11/7/17 17:08,I never voted for that witch https://t.co/y8TIy97PGE
sonlight00,11/7/17 17:08,@LibbysTable @ResourcefulMom @altonbrown turkey brine cant be beat #Cansgiving
WilRuizII,11/7/17 17:08,Ben McADupe lost the locker room amp the team has quit on him. #GiantsChat
_ashleyabuela,11/7/17 17:08,my co worker is talking about how in DR people on election day fight and shit and it entertaining.... shits dumb quiet here fym
Charnice9,11/7/17 17:08,I want pizza but my gut says no
CrimsonRising,11/7/17 17:08,Is really trying to work on his work flow. Still sifting through photos from nycc to edit and post up. So disorganized at the moment. sigh
swissmiss,11/7/17 17:08,"Hey Zurich, I wish I could attend this @creativemorning talk: https://t.co/9duZ5jqF08 Maybe you can"
laaayxo_,11/7/17 17:08,can u do dat ona dickkk
jaimebatista809,11/7/17 17:08,"11/7, 10:24 AM Albely: https://t.co/WhBoSxSKhk11/7, 10:25 https://t.co/wHctT5DDgl"
ElizabethBotros,11/7/17 17:08,@OpenIntro @AmyMek @TheEllenShow What is that supposed to mean
celiiimar,11/7/17 17:08,@CelynaRobin Next week can I see her
spolyptych,11/7/17 17:08,That song kept running around in her head. Straight out of Compton. And the samurai she saw in a https://t.co/7UMKXLPudp
marcjamesmill,11/7/17 17:08,Wow the tea is scolding https://t.co/GumiEgEXy5
doalcarcarmen,11/7/17 17:08, A quien veo maana en  #PremiosTelehit10Aos  8 de Noviembre  Palacio de los Deportes  @pabloalboran https://t.co/YTXLOOouCp
alexjograbowski,11/7/17 17:08,My grandparents are real life angels Cant imagine what Id do without them https://t.co/ISfmOBcjQn
ADeCurtis,11/7/17 17:08,Review of @LouReed: A Life in NY Review of Books by David Yaffe: https://t.co/4pviRwjSlD
OgOrtegaBitch,11/7/17 17:08,if i eat all my niggas eat
